"Facility ID","Facility Name","ZIP Code",Condition,"Measure ID","Measure Name",Score,Sample
271313,"PIONEER MEDICAL CENTER",59011,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271314,"DEER LODGE MEDICAL CENTER",59722,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271315,"P H S INDIAN HOSPITAL-FT BELKNAP AT HARLEM - CAH",59526,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271316,"FRANCES MAHON DEACONESS HOSPITAL",59230,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271317,"LIVINGSTON HEALTHCARE",59047,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271318,"BARRETT HOSPITAL & HEALTHCARE",59725,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",90,58
271319,"RUBY VALLEY MEDICAL CENTER",59749,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271320,"CABINET PEAKS MEDICAL CENTER",59923,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271321,"WHEATLAND MEMORIAL HOSPITAL",59036,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271322,"SHERIDAN MEMORIAL HOSPTIAL",59254,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271323,"CLARK FORK VALLEY HOSPITAL",59859,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271324,"PONDERA MEDICAL CENTER",59425,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271325,"ST LUKE COMMUNITY HOSPITAL",59864,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271326,"BEARTOOTH BILLINGS CLINIC",59068,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271327,"ROSEBUD HEALTH CARE CENTER",59327,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271328,"LOGAN HEALTH - SHELBY",59474,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271329,"MADISON VALLEY MEDICAL CENTER",59729,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271330,"STILLWATER BILLINGS CLINIC",59019,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271331,"MINERAL COMMUNITY HOSPITAL",59872,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271332,"GLENDIVE MEDICAL CENTER",59330,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271333,"BILLINGS CLINIC BROADWATER",59644,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271334,"LOGAN HEALTH - CHESTER",59522,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271335,"COMMUNITY HOSPITAL OF ANACONDA",59711,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271336,"LOGAN HEALTH - WHITEFISH",59937,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271337,"NORTHERN ROCKIES MEDICAL CENTER",59427,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271338,"BIG HORN HOSPITAL",59034,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271339,"P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE",59022,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271340,"BITTERROOT HEALTH - DALY HOSPITAL",59840,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271341,"TRINITY HOSPITAL",59201,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271342,"DANIELS MEMORIAL HOSPITAL",59263,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271343,"PROVIDENCE ST JOSEPH MEDICAL CENTER",59860,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,16
271344,"SIDNEY HEALTH CENTER",59270,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,69
271345,"CENTRAL MONTANA MEDICAL CENTER",59457,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271346,"ROUNDUP MEMORIAL HEALTHCARE",59072,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271347,"HOLY ROSARY HOSPITAL",59301,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",94,35
271348,"NORTHERN MONTANA HOSPITAL",59501,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
271389,"BOZEMAN HEALTH BIG SKY MEDICAL CENTER",59716,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
280003,"BRYAN MEDICAL CENTER",68506,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,43
280009,"CHI HEALTH GOOD SAMARITAN",68848,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",95,58
280013,"THE NEBRASKA MEDICAL CENTER",68198,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",96,95
280020,"CHI HEALTH ST. ELIZABETH",68510,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",96,27
280023,"CHI HEALTH ST. FRANCIS",68803,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",97,33
280032,"MARY LANNING HEALTHCARE",68901,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,43
280040,"THE NEBRASKA METHODIST HOSPITAL",68114,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",78,63
280059,"TWELVE CLANS UNITY HOSPITAL",68071,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
280060,"CHI HEALTH BERGAN MERCY",68124,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",99,67
280061,"REGIONAL WEST MEDICAL CENTER",69361,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",95,265
280065,"GREAT PLAINS HEALTH",69101,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,20
280077,"METHODIST FREMONT HEALTH",68025,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",90,167
280081,"CHI HEALTH IMMANUEL",68122,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,48
280105,"CHI HEALTH MIDLANDS",68046,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,49
280111,"COLUMBUS COMMUNITY HOSPITAL, INC",68601,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",36,100
280125,"FAITH REGIONAL HEALTH SERVICES",68701,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
280127,"LINCOLN SURGICAL HOSPITAL",68506,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
280128,"CHI HEALTH NEBRASKA HEART",68526,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
280129,"NEBRASKA ORTHOPAEDIC HOSPITAL",68144,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
280130,"CHI HEALTH LAKESIDE",68130,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,79
280131,"MIDWEST SURGICAL HOSPITAL LLC",68114,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
280132,"BELLEVUE MEDICAL CENTER, LLC",68123,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",99,96
280133,"NEBRASKA SPINE HOSPITAL, LLC",68122,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
280134,"KEARNEY REGIONAL MEDICAL CENTER",68845,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",99,67
280139,"GRAND ISLAND REGIONAL MEDICAL CENTER",68803,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",90,79
281300,"HARLAN COUNTY HEALTH SYSTEM",68920,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281301,"FILLMORE COUNTY HOSPITAL",68361,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281302,"PAWNEE COUNTY MEMORIAL HOSPITAL",68420,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281303,"NIOBRARA VALLEY HOSPITAL",68746,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281304,"THAYER COUNTY HEALTH SERVICES",68370,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281305,"KIMBALL HEALTH SERVICES",69145,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281306,"KEARNEY COUNTY HEALTH SERVICES HOSPITAL",68959,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281307,"SAUNDERS MEDICAL CENTER",68066,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,32
281308,"HENDERSON COMMUNITY HOSPITAL",68371,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281309,"SYRACUSE AREA HEALTH",68446,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281310,"GARDEN COUNTY HEALTH SERVICES",69154,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281311,"FRANKLIN COUNTY MEMORIAL HOSPITAL",68939,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281312,"GENOA COMMUNITY HOSPITAL",68640,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281313,"GOTHENBURG HEALTH",69138,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281314,"ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER",68651,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281315,"BRODSTONE HEALTHCARE",68978,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281316,"WEBSTER COUNTY COMMUNITY HOSPITAL",68970,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281318,"MORRILL COUNTY COMMUNITY HOSPITAL",69336,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281319,"JEFFERSON COMMUNITY HEALTH & LIFE",68352,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,45
281320,"MEMORIAL HOSPITAL",68818,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281322,"ST FRANCIS MEMORIAL HOSPITAL",68788,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,70
281323,"CHI HEALTH SCHUYLER",68661,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281324,"NEMAHA COUNTY HOSPITAL",68305,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281325,"BROWN COUNTY HOSPITAL",69210,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281326,"ANTELOPE MEMORIAL HOSPITAL",68756,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281327,"COZAD COMMUNITY HOSPITAL",69130,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281328,"MERRICK MEDICAL CENTER",68826,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281329,"AVERA ST ANTHONY'S HOSPITAL",68763,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281331,"AVERA CREIGHTON HOSPITAL",68729,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281332,"BUTLER COUNTY HEALTH",68632,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281333,"ROCK COUNTY HOSPITAL",68714,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281334,"BOONE COUNTY HEALTH CENTER",68620,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281335,"CALLAWAY DISTRICT HOSPITAL",68825,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",96,24
281336,"YORK GENERAL HEALTH CARE SERVICES",68467,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281338,"HOWARD COUNTY MEDICAL CENTER",68873,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281339,"MEMORIAL HEALTH CARE SYSTEMS",68434,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281340,"DUNDY COUNTY HOSPITAL",69021,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281341,"CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES",69337,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281342,"CHI HEALTH ST. MARY'S",68410,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281343,"WEST HOLT MEMORIAL HOSPITAL",68713,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281344,"CHERRY COUNTY HOSPITAL",69201,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281345,"PROVIDENCE MEDICAL CENTER",68787,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281346,"CHI HEALTH PLAINVIEW HOSPITAL",68769,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281347,"OSMOND GENERAL HOSPITAL",68765,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,11
281348,"TRI VALLEY HEALTH SYSTEM",69022,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281349,"PENDER COMMUNITY HOSPITAL",68047,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281350,"JOHNSON COUNTY HOSPITAL",68450,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,21
281351,"CHASE COUNTY COMMUNITY HOSPITAL",69033,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281352,"COMMUNITY MEDICAL CENTER, INC",68355,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281353,"VALLEY COUNTY HEALTH SYSTEM",68862,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281354,"CRETE AREA MEDICAL CENTER",68333,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281355,"OGALLALA COMMUNITY HOSPITAL",69153,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,26
281356,"PERKINS COUNTY HEALTH SERVICES",69140,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281357,"SIDNEY REGIONAL MEDICAL CENTER",69162,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281358,"GORDON MEMORIAL HOSPITAL DISTRICT",69343,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281359,"MEMORIAL COMMUNITY HOSPITAL & HEALTH SYSTEM",68008,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281360,"BOX BUTTE GENERAL HOSPITAL",69301,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281361,"LEXINGTON REGIONAL HEALTH CENTER",68850,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281362,"PHELPS MEMORIAL HEALTH CENTER",68949,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281363,"COMMUNITY HOSPITAL",69001,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281364,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC",68310,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
281365,"JENNIE M MELHAM MEMORIAL MEDICAL CENTER",68822,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
283300,"BOYS TOWN NATIONAL RESEARCH HOSPITAL",68010,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
283301,"CHILDREN'S NEBRASKA",68114,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
290001,"RENOWN REGIONAL MEDICAL CENTER",89502,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
290003,"SUNRISE HOSPITAL AND MEDICAL CENTER",89109,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
290005,"NORTH VISTA HOSPITAL",89030,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
290007,"UNIVERSITY MEDICAL CENTER",89102,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",73,11
290008,"NORTHEASTERN NEVADA REGIONAL HOSPITAL",89801,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",97,72
290009,"SAINT MARY'S REGIONAL MEDICAL CENTER",89503,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
290012,"SAINT ROSE DOMINICAN HOSPITALS - ROSE DE LIMA",89015,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
290019,"CARSON TAHOE REGIONAL MEDICAL CENTER",89703,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,21
29001F,"99th Medical Group (Nellis AFB)",89191,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,46
290021,"VALLEY HOSPITAL MEDICAL CENTER",89106,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",93,14
290032,"NORTHERN NEVADA MEDICAL CENTER",89434,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,18
290039,"MOUNTAINVIEW HOSPITAL",89128,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",38,26
290041,"SUMMERLIN HOSPITAL MEDICAL CENTER",89144,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,49
290042,"HARMON HOSPITAL",89119,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
290045,"SAINT ROSE DOMINICAN HOSPITALS - SIENA CAMPUS",89052,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",64,28
290046,"SPRING VALLEY HOSPITAL MEDICAL CENTER",89118,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",90,21
290047,"SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER",89148,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",90,29
290049,"RENOWN SOUTH MEADOWS MEDICAL CENTER",89521,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
290053,"SAINT ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS",89113,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
290054,"CENTENNIAL HILLS HOSPITAL MEDICAL CENTER",89149,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",92,24
290057,"HENDERSON HOSPITAL",89011,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,118
