"Facility ID","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","Start Date","End Date","FAPH Measure Description","FAPH-30 %","FAPH-30 Denominator","FAPH-30 Footnote","FAPH-7 %","FAPH-7 Denominator","FAPH-7 Footnote","FAPH Measure Start Date","FAPH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date"
230227,"Screening for metabolic disorders (SMD)",86,277,,"Alcohol use brief intervention provided or offered",80,25,,70,23,,"Alcohol and other drug use disorder treatment provided or offered at discharge",62,24,,4,24,,"Tobacco use treatment provided or offered at discharge",27,15,,7,15,,"Transition record with specified elements received by discharged patients (TR1)",37,383,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",67.6,74,,40.5,74,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",84,19.4,14.0,26.7,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",87,212,,10/01/2023,03/31/2024
230230,"Screening for metabolic disorders (SMD)",67,343,,"Alcohol use brief intervention provided or offered",58,55,,68,47,,"Alcohol and other drug use disorder treatment provided or offered at discharge",41,71,,38,71,,"Tobacco use treatment provided or offered at discharge",22,46,,17,46,,"Transition record with specified elements received by discharged patients (TR1)",49,636,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",67.5,114,,41.2,114,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",86.2,181,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",289,19.4,16.1,23.3,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",78,300,,10/01/2023,03/31/2024
230239,"Screening for metabolic disorders (SMD)",97,301,,"Alcohol use brief intervention provided or offered",40,108,,40,106,,"Alcohol and other drug use disorder treatment provided or offered at discharge",88,135,,36,135,,"Tobacco use treatment provided or offered at discharge",22,187,,0,187,,"Transition record with specified elements received by discharged patients (TR1)",43,414,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",49,18.2,12.8,25.3,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",98,176,,10/01/2023,03/31/2024
230244,"Screening for metabolic disorders (SMD)",55,467,,"Alcohol use brief intervention provided or offered",98,43,,100,42,,"Alcohol and other drug use disorder treatment provided or offered at discharge",100,83,,100,83,,"Tobacco use treatment provided or offered at discharge",68,56,,68,56,,"Transition record with specified elements received by discharged patients (TR1)",5,621,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",37,17.9,13.1,24.2,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",54,327,,10/01/2023,03/31/2024
230254,"Screening for metabolic disorders (SMD)",94,234,,"Alcohol use brief intervention provided or offered",75,28,,79,24,,"Alcohol and other drug use disorder treatment provided or offered at discharge",72,40,,55,40,,"Tobacco use treatment provided or offered at discharge",35,51,,6,51,,"Transition record with specified elements received by discharged patients (TR1)",0,561,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",100,19.8,15.2,25.4,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",74,266,,10/01/2023,03/31/2024
230273,"Screening for metabolic disorders (SMD)",89,363,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",1,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Transition record with specified elements received by discharged patients (TR1)",20,398,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",37.3,51,,13.7,51,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",93.3,120,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",134,19.3,15.3,23.7,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",92,186,,10/01/2023,03/31/2024
230275,"Screening for metabolic disorders (SMD)",70,424,,"Alcohol use brief intervention provided or offered",16,201,,100,33,,"Alcohol and other drug use disorder treatment provided or offered at discharge",40,227,,34,227,,"Tobacco use treatment provided or offered at discharge",77,186,,0,186,,"Transition record with specified elements received by discharged patients (TR1)",1,623,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",63.7,113,,33.6,113,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",85.6,202,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",248,18.1,14.4,22.4,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",79,307,,10/01/2023,03/31/2024
231332,"Screening for metabolic disorders (SMD)","Not Available","Not Available",5,"Alcohol use brief intervention provided or offered","Not Available","Not Available",5,"Not Available","Not Available",5,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",5,"Not Available","Not Available",5,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",5,"Not Available","Not Available",5,"Transition record with specified elements received by discharged patients (TR1)","Not Available","Not Available",5,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",5,"Not Available","Not Available",5,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",5,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Not Available","Not Available","Not Available","Not Available","Not Available",5,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)","Not Available","Not Available",5,10/01/2023,03/31/2024
234006,"Screening for metabolic disorders (SMD)",92,844,,"Alcohol use brief intervention provided or offered",93,231,,88,220,,"Alcohol and other drug use disorder treatment provided or offered at discharge",74,543,,73,543,,"Tobacco use treatment provided or offered at discharge",20,408,,2,408,,"Transition record with specified elements received by discharged patients (TR1)",82,1526,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",73.9,406,,51,406,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",85.7,631,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",818,16.8,14.5,19.5,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",75,761,,10/01/2023,03/31/2024
234011,"Screening for metabolic disorders (SMD)",93,461,,"Alcohol use brief intervention provided or offered",75,130,,59,107,,"Alcohol and other drug use disorder treatment provided or offered at discharge",90,259,,40,259,,"Tobacco use treatment provided or offered at discharge",77,283,,29,283,,"Transition record with specified elements received by discharged patients (TR1)",64,636,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",54.8,115,,32.2,115,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",89.7,194,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",229,18.4,14.8,22.6,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",86,316,,10/01/2023,03/31/2024
234021,"Screening for metabolic disorders (SMD)",0,662,,"Alcohol use brief intervention provided or offered",34,86,,40,50,,"Alcohol and other drug use disorder treatment provided or offered at discharge",3,288,,3,288,,"Tobacco use treatment provided or offered at discharge",18,334,,0,334,,"Transition record with specified elements received by discharged patients (TR1)",32,916,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",46.1,282,,27.3,282,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",78.1,306,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",626,19.9,17.2,22.9,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",43,467,,10/01/2023,03/31/2024
234023,"Screening for metabolic disorders (SMD)",72,755,,"Alcohol use brief intervention provided or offered",37,112,,32,60,,"Alcohol and other drug use disorder treatment provided or offered at discharge",31,319,,6,319,,"Tobacco use treatment provided or offered at discharge",53,203,,0,203,,"Transition record with specified elements received by discharged patients (TR1)",62,1159,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",50,196,,27.6,196,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",91.3,439,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",410,16.3,13.5,19.4,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",33,542,,10/01/2023,03/31/2024
234025,"Screening for metabolic disorders (SMD)",72,46,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",1,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Transition record with specified elements received by discharged patients (TR1)",0,75,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available",1,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)","Not Available","Not Available",1,10/01/2023,03/31/2024
234026,"Screening for metabolic disorders (SMD)",100,70,,"Alcohol use brief intervention provided or offered",0,29,,"Not Available","Not Available",7,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Transition record with specified elements received by discharged patients (TR1)",100,111,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",5,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available",1,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",13,15,,10/01/2023,03/31/2024
234030,"Screening for metabolic disorders (SMD)",85,613,,"Alcohol use brief intervention provided or offered",86,127,,77,125,,"Alcohol and other drug use disorder treatment provided or offered at discharge",68,112,,55,112,,"Tobacco use treatment provided or offered at discharge",52,176,,12,176,,"Transition record with specified elements received by discharged patients (TR1)",88,827,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",65.7,105,,41,105,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",83.3,216,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",234,18.9,15.3,23.1,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",98,403,,10/01/2023,03/31/2024
234035,"Screening for metabolic disorders (SMD)",96,54,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",1,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Transition record with specified elements received by discharged patients (TR1)",54,127,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",5,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available",1,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",72,32,,10/01/2023,03/31/2024
234038,"Screening for metabolic disorders (SMD)",74,699,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",1,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge",8,409,,1,409,,"Tobacco use treatment provided or offered at discharge",90,411,,1,411,,"Transition record with specified elements received by discharged patients (TR1)",90,780,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",54.3,197,,27.9,197,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",91.9,431,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",460,17.3,14.7,20.3,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",34,373,,10/01/2023,03/31/2024
234040,"Screening for metabolic disorders (SMD)",92,824,,"Alcohol use brief intervention provided or offered",82,120,,88,112,,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Tobacco use treatment provided or offered at discharge",90,526,,82,526,,"Transition record with specified elements received by discharged patients (TR1)",98,930,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",40.4,89,,23.6,89,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",94.3,230,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",239,16.7,13.3,20.5,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",97,456,,10/01/2023,03/31/2024
234041,"Screening for metabolic disorders (SMD)",94,143,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",1,"Not Available","Not Available",7,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Transition record with specified elements received by discharged patients (TR1)",5,235,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available",1,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",8,39,,10/01/2023,03/31/2024
234042,"Screening for metabolic disorders (SMD)",90,828,,"Alcohol use brief intervention provided or offered",86,152,,88,145,,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Tobacco use treatment provided or offered at discharge",91,742,,67,742,,"Transition record with specified elements received by discharged patients (TR1)",99,1284,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",45.7,129,,26.4,129,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",90.6,361,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",337,17.3,14.3,20.7,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",96,630,,10/01/2023,03/31/2024
234043,"Screening for metabolic disorders (SMD)",100,660,,"Alcohol use brief intervention provided or offered",75,112,,81,90,,"Alcohol and other drug use disorder treatment provided or offered at discharge",81,128,,7,128,,"Tobacco use treatment provided or offered at discharge",41,196,,0,196,,"Transition record with specified elements received by discharged patients (TR1)",87,748,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",66.7,54,,37,54,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",84,106,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",120,19.8,15.2,25.2,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",89,357,,10/01/2023,03/31/2024
234044,"Screening for metabolic disorders (SMD)",66,320,,"Alcohol use brief intervention provided or offered",15,33,,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Tobacco use treatment provided or offered at discharge",26,65,,3,65,,"Transition record with specified elements received by discharged patients (TR1)",75,431,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",83.3,90,,62.2,90,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",83.5,91,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",185,16.8,12.6,21.8,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",38,222,,10/01/2023,03/31/2024
234045,"Screening for metabolic disorders (SMD)",42,520,,"Alcohol use brief intervention provided or offered",44,32,,48,25,,"Alcohol and other drug use disorder treatment provided or offered at discharge",24,146,,20,146,,"Tobacco use treatment provided or offered at discharge",18,182,,2,182,,"Transition record with specified elements received by discharged patients (TR1)",86,820,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",67.6,68,,36.8,68,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",79,18.1,13.5,23.5,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",95,367,,10/01/2023,03/31/2024
240001,"Screening for metabolic disorders (SMD)",77,321,,"Alcohol use brief intervention provided or offered",49,103,,67,75,,"Alcohol and other drug use disorder treatment provided or offered at discharge",24,178,,20,178,,"Tobacco use treatment provided or offered at discharge",0,117,,0,117,,"Transition record with specified elements received by discharged patients (TR1)",0,521,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",76.2,42,,42.9,42,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",103,17.4,13.2,22.4,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",46,235,,10/01/2023,03/31/2024
240004,"Screening for metabolic disorders (SMD)",85,439,,"Alcohol use brief intervention provided or offered",26,50,,27,49,,"Alcohol and other drug use disorder treatment provided or offered at discharge",80,249,,79,249,,"Tobacco use treatment provided or offered at discharge",49,215,,8,215,,"Transition record with specified elements received by discharged patients (TR1)",49,636,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",70.6,235,,30.6,235,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",93.7,379,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Better Than the National Rate",521,14.9,12.5,17.6,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",96,314,,10/01/2023,03/31/2024
240010,"Screening for metabolic disorders (SMD)",92,234,,"Alcohol use brief intervention provided or offered",76,75,,88,65,,"Alcohol and other drug use disorder treatment provided or offered at discharge",53,76,,49,76,,"Tobacco use treatment provided or offered at discharge",82,60,,13,60,,"Transition record with specified elements received by discharged patients (TR1)",77,653,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",82.4,176,,46.6,176,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",92,174,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Better Than the National Rate",376,14,11.3,17.0,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",96,319,,10/01/2023,03/31/2024
240038,"Screening for metabolic disorders (SMD)",94,141,,"Alcohol use brief intervention provided or offered",0,24,,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Transition record with specified elements received by discharged patients (TR1)",61,204,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",90,20,14.3,27.2,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",93,120,,10/01/2023,03/31/2024
240069,"Screening for metabolic disorders (SMD)",87,135,,"Alcohol use brief intervention provided or offered",54,59,,67,46,,"Alcohol and other drug use disorder treatment provided or offered at discharge",49,47,,17,47,,"Tobacco use treatment provided or offered at discharge",39,51,,4,51,,"Transition record with specified elements received by discharged patients (TR1)",74,323,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",61,17.9,13.3,23.8,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",97,164,,10/01/2023,03/31/2024
240080,"Screening for metabolic disorders (SMD)",75,563,,"Alcohol use brief intervention provided or offered",31,296,,69,133,,"Alcohol and other drug use disorder treatment provided or offered at discharge",67,211,,61,211,,"Tobacco use treatment provided or offered at discharge",2,192,,1,192,,"Transition record with specified elements received by discharged patients (TR1)",95,871,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",76.4,233,,39.9,233,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",90.5,295,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Better Than the National Rate",509,14.6,12.2,17.5,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",14,439,,10/01/2023,03/31/2024
240100,"Screening for metabolic disorders (SMD)","Not Available","Not Available",7,"Alcohol use brief intervention provided or offered","Not Available","Not Available",7,"Not Available","Not Available",7,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Transition record with specified elements received by discharged patients (TR1)","Not Available","Not Available",7,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available",1,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)","Not Available","Not Available",7,10/01/2023,03/31/2024
